session_id,administrative,administrative_duration,informational,informational_duration,productrelated,productrelated_duration,bouncerates,exitrates,pagevalues,specialday,month,operatingsystems,browser,region,traffictype,visitortype,weekend,revenue
135136,0,0,1,6,5,132.75,0.05,0.087842857,0,0,May,2,2,6,1,Returning_Visitor,FALSE,0
123465,2,63.4,0,0,30,1806.466667,0.005772234,0.014438936,21.99430191,0,Oct,3,2,3,13,Returning_Visitor,FALSE,0
155889,0,0,0,0,2,13.7,0.15,0.133333333,0,0.4,May,1,1,1,3,Returning_Visitor,FALSE,0
352980,0,0,0,0,26,1795.625,0.038261259,0.024014398,0,0,May,3,2,3,5,Returning_Visitor,FALSE,0
452469,3,198.6,0,0,14,561.3383333,0,0.015384615,33.0800967,0,Jul,2,2,9,2,New_Visitor,FALSE,1
155619,5,197.5,3,120.5,23,584.1,0,0.012570439,16.02145516,0,Mar,2,2,4,2,Returning_Visitor,TRUE,1
222906,0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,3,*,Returning_Visitor,TRUE,0
417916,0,0,0,0,17,702.8333333,0.022222222,0.044441445,0,0,May,3,2,8,4,Returning_Visitor,FALSE,0
253475,5,60.8,0,0,26,1606.25,0.006090909,0.020439771,0,0,Jul,2,2,9,2,Returning_Visitor,FALSE,0
171411,15,185.5,0,0,28,506.7466667,0.006461903,0.021289482,0,0,Nov,2,2,4,1,Returning_Visitor,FALSE,0
198125,0,0,0,0,2,0,0.2,0.2,0,0,Mar,1,1,4,2,Returning_Visitor,FALSE,0
484619,0,0,0,0,17,1287,0.066666667,0.138578429,0,0,May,3,2,3,3,Returning_Visitor,TRUE,0
216912,4,55.5,1,13,186,4524.877478,0.001458887,0.025606753,0,0.2,May,2,2,1,4,Returning_Visitor,FALSE,0
401114,1,0,0,0,17,92.71666667,0,0.038071429,0,0,Dec,2,2,4,1,Returning_Visitor,TRUE,0
298316,8,103.9309143,0,0,66,1544.409561,0,0.001857276,7.722308945,0,Nov,2,2,3,1,Returning_Visitor,FALSE,1
448120,6,316.5212827,0,0,121,4304.822676,0.002456429,0.017460111,1.233422112,0,June,2,4,2,2,Returning_Visitor,TRUE,1
249449,0,0,0,0,17,729.9083333,0,0.001616667,0,0,June,3,2,4,1,Returning_Visitor,FALSE,0
193170,12,734.5,3,64,22,456.35,0,0.006,7.398845267,0,May,2,2,1,3,Returning_Visitor,FALSE,0
261088,2,60,2,230,52,2889.203881,0.002589803,0.03032998,0,0,Dec,2,5,1,1,Returning_Visitor,TRUE,0
321602,7,105.1,0,0,94,1993.833333,0.003508477,0.021211988,11.9291588,0.2,May,2,2,5,4,Returning_Visitor,FALSE,0
470970,0,0,0,0,3,99,0,0.066666667,0,0,Dec,1,8,4,11,Returning_Visitor,FALSE,0
399469,0,0,0,0,14,494.5,0,0.03,44.36565,0,May,2,2,7,13,New_Visitor,FALSE,0
286728,0,0,0,0,18,1284.583333,0.001696852,0.05,0,0,Mar,1,1,1,10,Returning_Visitor,TRUE,0
434152,1,164,2,34,12,225,0,0.017547478,0,0,Nov,3,2,3,2,New_Visitor,FALSE,0
309504,4,254.5,0,0,28,1162.333333,0.006571427,0.004362144,7.310124863,0,May,2,2,2,2,Returning_Visitor,TRUE,0
396042,0,0,2,390.5,18,672.85,0,0.022222222,0,0,Dec,2,2,2,11,Returning_Visitor,FALSE,0
343110,0,0,0,0,53,418.1833333,0.034615606,0.039643647,0,0,Jul,3,2,1,13,Returning_Visitor,TRUE,0
133659,0,0,0,0,37,1213,0.00225,0.01625,0,0,Mar,2,2,1,2,Returning_Visitor,TRUE,0
260315,2,21,0,0,20,442.1666667,0.007152857,0.02705453,0,0,Nov,2,5,3,2,Returning_Visitor,TRUE,1
232653,0,0,0,0,8,592.4,0,0.025,0,0,May,4,1,3,3,Returning_Visitor,FALSE,0
359919,3,26.2,0,0,56,1798.481484,0.065166297,0.046316987,0,0,June,2,2,1,1,Returning_Visitor,FALSE,0
320589,0,0,0,0,7,187,0,0.018181818,0,0,Nov,4,2,9,13,Returning_Visitor,FALSE,0
456788,2,155,0,0,47,411.6666667,0.004121855,0.029466607,0,0.4,May,2,2,1,2,Returning_Visitor,FALSE,0
271351,0,0,0,0,1,0,0.2,0.2,0,0,Feb,2,2,3,1,Returning_Visitor,FALSE,0
148643,4,44.8,0,0,25,1585.516667,0,0.008598409,0,0,June,2,2,1,2,Returning_Visitor,FALSE,0
163811,0,0,0,0,5,216,0.028571448,0.044225215,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,0
332609,5,172.5,2,25,90,1996.458183,0.018956876,0.032067635,0,0,Nov,2,10,1,1,Returning_Visitor,TRUE,0
344242,0,0,0,0,5,91.5,0,0.066666667,0,0,Nov,2,2,9,13,Returning_Visitor,FALSE,0
480068,7,301.0649454,9,220.1333333,54,1449.780342,0.0262282,0.041738543,6.103392861,0,Nov,1,1,4,1,Returning_Visitor,FALSE,0
204157,7,316.7,0,0,8,231,0,0.016666667,0,0,Mar,3,2,3,1,New_Visitor,FALSE,0
400549,2,164,0,0,13,291,0,0.004045655,29.96629144,0,May,2,2,4,2,New_Visitor,FALSE,1
225660,8,103.625,1,27.5,68,2507.475133,0.004335337,0.011376045,0,0,Nov,3,3,1,8,Returning_Visitor,TRUE,0
495749,11,102.5,2,69,183,2058.976084,0.014542754,0.017782801,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE,0
397901,0,0,0,0,38,822.2438195,0.007769705,0.020810226,4.960085,0,May,2,2,5,4,Returning_Visitor,FALSE,0
382954,0,0,2,4,54,1621.097448,0.008098856,0.044523915,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE,0
477667,4,184.3,5,258.5,60,2349.963333,0.005578409,0.006717373,13.32210222,0,Mar,1,1,2,2,Returning_Visitor,FALSE,0
393790,9,79.6,0,0,26,1090.727427,0.0224,0.035434286,8.996864635,0,Mar,3,2,2,1,Returning_Visitor,FALSE,1
283652,0,0,0,0,5,101,0,0.066666667,0,0,Mar,2,2,3,3,Returning_Visitor,FALSE,0
299274,0,0,0,0,7,391.5,0,0.016666667,0,0.8,May,2,5,7,2,New_Visitor,FALSE,0
377353,2,118.2,0,0,31,779.0225478,0.01961947,0.027570359,0,0,Nov,1,1,8,2,Returning_Visitor,TRUE,0
186217,3,153.2,2,44,14,526.5333333,0,0.003333333,68.25641667,0,Oct,2,2,1,2,Returning_Visitor,TRUE,1
400050,0,0,0,0,1,0,0.2,0.2,0,0,Aug,1,1,1,1,Returning_Visitor,FALSE,0
228928,13,468.8166667,2,263.64,157,7319.161685,0.007550941,0.017885874,31.66476597,0,Jul,2,2,3,1,Returning_Visitor,FALSE,0
366218,0,0,0,0,1,358.5,0,0.025555556,0,0,Dec,2,7,9,2,Returning_Visitor,FALSE,0
268346,1,41.6,0,0,77,1674.04,0.001910611,0.012303989,5.166198795,0,Nov,1,1,1,3,Returning_Visitor,FALSE,1
337861,0,0,0,0,8,189.5,0.025,0.014285714,0,0,Mar,1,1,3,3,Returning_Visitor,FALSE,0
319038,0,0,0,0,11,254.9,0,0.04,0,0,Nov,2,6,6,2,Returning_Visitor,FALSE,0
294971,2,120.8,4,604.6666667,92,1885.913075,0.012583314,0.023205974,0,0,May,2,2,2,2,Returning_Visitor,TRUE,0
174158,0,0,0,0,2,210.1666667,0,0.04,0,0,May,3,2,5,1,Returning_Visitor,FALSE,0
482279,4,61.8,0,0,23,1238.08,0.006110141,0.069454958,0,0,Oct,2,2,2,2,Returning_Visitor,FALSE,0
295829,0,0,6,251.6666667,55,1086.000514,0.001254162,0.009050062,0,0,Dec,2,2,6,2,Returning_Visitor,FALSE,0
206905,0,0,0,0,8,314,0,0.028441579,0,0,May,3,2,4,1,Returning_Visitor,TRUE,0
491771,9,187.8333333,3,1659.733333,48,3746.432105,0,0.016042736,3.343364645,0,May,2,2,1,2,Returning_Visitor,FALSE,0
368035,0,0,0,0,12,0,0.2,0.2,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,0
314840,0,0,0,0,4,142,0,0.047122222,0,0,Mar,3,2,8,1,Returning_Visitor,FALSE,0
414395,0,0,0,0,20,621.1833333,0.02945957,0.044461444,0,0,May,2,2,3,3,Returning_Visitor,FALSE,0
466187,5,51.1,0,0,7,164.8,0,0.047942529,0,0,Aug,2,2,4,5,New_Visitor,FALSE,0
320127,10,248.4751653,1,41.75,63,778.2131043,0.009425852,0.002880932,16.20243196,0,Nov,2,2,1,2,Returning_Visitor,FALSE,0
414528,3,188,3,39.5,28,504.6458431,0.013773786,0.023986427,3.936913933,0,Nov,1,1,5,2,Returning_Visitor,TRUE,1
176777,1,3.5,0,0,15,1902.75,0,0.027777778,24.62874452,0,May,2,2,4,1,New_Visitor,FALSE,0
473374,3,142.3,0,0,37,915.8666667,0.015,0.023333333,15.28914358,0,Nov,3,2,1,20,Returning_Visitor,TRUE,1
386832,0,0,0,0,17,289,0.018515118,0.081946752,0,0.8,May,2,2,2,*,Returning_Visitor,FALSE,0
272530,0,0,0,0,25,668.8333333,0,0.013333333,0,0,Sep,1,1,5,2,New_Visitor,FALSE,0
291519,12,256.4333333,4,263.1166667,152,6879.489628,0.005287211,0.015235091,18.58133101,0,Nov,2,7,1,2,Returning_Visitor,FALSE,1
381591,0,0,0,0,38,666.35,0,0.006,0,0.8,Feb,2,5,4,1,Returning_Visitor,FALSE,0
378891,3,32.5,0,0,28,3255.569048,0.017347841,0.030623738,9.775645872,0,Nov,2,2,8,1,Returning_Visitor,FALSE,1
165999,0,0,1,29,1,0,0,0.033333333,0,0,Dec,2,2,1,1,New_Visitor,TRUE,0
243244,0,0,0,0,7,8,0,0.02,0,0,May,3,2,2,6,Returning_Visitor,TRUE,0
257167,1,4,0,0,19,889.8833333,0.009190846,0.024238785,0,0,Jul,3,2,5,2,Returning_Visitor,TRUE,0
351734,4,43,1,19,22,606.5,0.006040619,0.017666667,13.11406014,0,Mar,1,1,4,2,Returning_Visitor,FALSE,1
180885,7,425,0,0,34,2470.953333,0.011448475,0.022375876,14.85710831,0,Dec,3,2,8,1,Returning_Visitor,FALSE,0
359731,0,0,0,0,6,113.3333333,0,0.04,0,0,Mar,2,4,4,1,Returning_Visitor,TRUE,0
181800,0,0,0,0,11,65.64666667,0.016666667,0.066250006,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE,0
430376,0,0,0,0,7,140.5,0,0.027272728,0,0,Feb,2,2,6,13,Returning_Visitor,FALSE,0
254965,2,43.5,0,0,85,1332.187409,0,0.006625855,0,0,Dec,2,2,3,8,New_Visitor,FALSE,0
168121,16,180.3722222,9,266.75,78,1998.866755,0.008384651,0.024297535,5.967872452,0,Jul,2,2,5,2,Returning_Visitor,FALSE,0
234554,0,0,0,0,16,363.4,0,0.028571429,0,0,Oct,3,2,1,1,Returning_Visitor,TRUE,0
492576,3,116.5,1,118.5,176,4706.426395,0.011460061,0.019881544,14.63645899,0,Nov,2,2,3,2,Returning_Visitor,TRUE,1
146717,0,0,0,0,28,1342.416667,0.003330333,0.005839353,0,0,Nov,1,1,9,3,New_Visitor,FALSE,0
287667,3,53.5,0,0,15,1006.6,0,0.04,0,0,Dec,2,2,1,3,Returning_Visitor,FALSE,0
237478,0,0,0,0,11,300,0,0,0,0,Mar,2,2,4,2,Returning_Visitor,FALSE,0
423574,8,170.25,1,1470,61,3709.395556,0.004314711,0.005726278,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE,0
192663,0,0,6,509.3033333,12,343.4666667,0,0.006262687,0,0,Dec,2,4,1,2,New_Visitor,FALSE,0
227269,0,0,0,0,2,54.5,0.04,0.093333333,0,0,Nov,3,2,1,13,Returning_Visitor,FALSE,1
414563,6,155.2,2,12,14,239.835,0,0.016666667,0,0,Jul,2,5,5,5,New_Visitor,FALSE,0
244032,0,0,2,26,5,403.2,0,0.019696667,42.167871,0,Dec,1,1,9,10,Returning_Visitor,TRUE,1
177899,0,0,0,0,28,934.9522427,0.042357103,0.040508277,0,0,Nov,3,2,1,13,Returning_Visitor,FALSE,0
267058,2,18,0,0,62,391.1307143,0.004,0.027142857,54.19041726,0,Nov,1,1,3,4,Returning_Visitor,FALSE,0
307315,3,291.25,0,0,40,529.9333333,0.005959596,0.068389735,0,0,Dec,2,4,3,2,Returning_Visitor,FALSE,0
334331,4,173.4,0,0,30,939.1235704,0.004861815,0.014085214,72.63224617,0,Oct,1,1,1,4,Returning_Visitor,TRUE,1
381406,0,0,0,0,3,129,0,0.025,0,0,Nov,4,8,9,6,Returning_Visitor,TRUE,0
457276,0,0,0,0,44,1420.116667,0.01,0.029630916,5.827061821,0,May,1,1,2,3,Returning_Visitor,FALSE,1
257012,0,0,0,0,8,108,0,0.02,0,0.6,May,2,2,1,3,Returning_Visitor,FALSE,0
469100,2,44,0,0,24,1331.966667,0,0.005456546,48.74778834,0,Nov,2,2,5,2,Returning_Visitor,FALSE,0
347602,2,17,0,0,11,393.75,0.016111117,0.028871429,0,0.8,May,3,2,4,2,Returning_Visitor,FALSE,0
227303,3,156.1,0,0,6,770.7,0,0.010717286,0,0,Sep,2,5,5,2,Returning_Visitor,TRUE,0
177354,4,1312.65,0,0,5,109.5,0.025,0.1,0,0,Nov,1,1,4,1,Returning_Visitor,FALSE,0
499048,0,0,0,0,11,409.5333333,0,0.03,0,0,May,3,2,6,2,Returning_Visitor,TRUE,0
206376,0,0,1,28.73333333,14,72.575809,0,0.005363631,0,0,Aug,2,2,5,3,New_Visitor,FALSE,1
439096,2,64.5,0,0,81,2257.768819,0.007317015,0.017513686,0,0,May,2,4,1,2,Returning_Visitor,FALSE,0
229011,12,218.65,3,355.7333333,84,2841.632583,0.000709586,0.022568468,0,0,Dec,2,2,3,2,Returning_Visitor,FALSE,0
128196,3,297.25,1,0,10,180.1666667,0,0.019230759,0,0,Sep,2,2,1,2,New_Visitor,FALSE,0
212854,13,274.3085554,3,184,250,6845.905266,0.003668556,0.015676047,1.641258007,0,Dec,2,1,7,2,Returning_Visitor,FALSE,0
369410,0,0,0,0,6,159.5,0,0.05,0,0,Sep,3,7,2,1,Returning_Visitor,FALSE,0
236114,0,0,0,0,2,12.5,0,0.066666667,0,0,Dec,2,2,4,2,Returning_Visitor,TRUE,0
483915,8,31.25,3,54.66666667,39,591.6085887,0,0.009267208,41.32045166,0,Oct,1,2,3,5,Returning_Visitor,FALSE,0
343423,5,555.5,0,0,64,841.6620494,0,0.002933323,20.7514481,0,Dec,1,1,1,1,Returning_Visitor,FALSE,1
388098,0,0,0,0,11,0,0.2,0.2,0,0,Mar,3,2,9,1,Returning_Visitor,TRUE,0
171608,0,0,0,0,6,291.1666667,0,0.022222222,46.22929928,0,Nov,4,2,1,4,Returning_Visitor,FALSE,1
327528,0,0,0,0,6,53.8,0,0.016666667,0,0,Jul,2,2,8,1,New_Visitor,FALSE,0
404562,6,123.25,0,0,118,2449.180566,0.011517482,0.038844127,4.973361482,0,Nov,2,2,7,1,Returning_Visitor,FALSE,0
407441,0,0,0,0,12,731.8333333,0,0.03,0,0,Nov,1,1,4,2,New_Visitor,FALSE,0
218604,0,0,0,0,89,4877.528959,0.015942052,0.038304649,0,0,Nov,1,1,1,2,Returning_Visitor,TRUE,0
236823,5,651.0616667,5,52.5,61,3522.350885,0.003977575,0.028218954,26.10431101,0,Sep,3,2,1,2,Returning_Visitor,FALSE,0
162618,2,18.75,0,0,78,655.7416667,0,0.002080303,0,0,Nov,2,10,3,2,Returning_Visitor,FALSE,0
123796,7,149.9833333,0,0,135,4914.32,0.003778496,0.033042354,0,0,Nov,3,2,1,1,Returning_Visitor,FALSE,0
414516,5,537.5,0,0,11,769.2833333,0,0.011754566,0,0,Dec,3,2,3,8,New_Visitor,FALSE,0
415505,0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,1,13,Returning_Visitor,FALSE,0
465080,5,419.4216724,0,0,72,1948.63788,0.003705248,0.022899914,8.819728472,0,Mar,2,2,3,13,Returning_Visitor,FALSE,0
169891,0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,0
240870,0,0,0,0,15,467,0,0.066666667,0,0.4,May,3,3,1,15,Returning_Visitor,FALSE,0
367179,0,0,1,5,1,0,0.2,0.2,0,0,Nov,3,2,4,3,New_Visitor,TRUE,0
322528,3,43.95,0,0,37,1360.725576,0,0.001278783,14.73422107,0,Jul,2,2,1,2,Returning_Visitor,FALSE,1
266755,2,30,0,0,7,297.1666667,0,0.025,51.66742926,0,Dec,1,1,9,1,Returning_Visitor,FALSE,1
321603,2,48,0,0,279,7146.653674,0.012238249,0.02608228,10.27540779,0,Nov,2,2,1,2,Returning_Visitor,TRUE,0
198497,16,265.1666667,4,252.4166667,45,1039.316667,0.008077529,0.015681,33.76042342,0,May,2,2,3,6,Returning_Visitor,FALSE,0
271801,2,46.5,0,0,35,864.6083333,0.014515316,0.034589557,0,0.2,May,2,4,2,4,Returning_Visitor,FALSE,0
216557,0,0,0,0,3,416.75,0.083333333,0.078571429,0,0,Oct,1,1,3,1,Returning_Visitor,FALSE,0
136799,8,233.255,1,189,31,694.917619,0,0.035939685,0,0,Dec,1,1,1,3,Returning_Visitor,FALSE,0
209111,0,0,0,0,2,74.4,0.028571429,0.101215111,0,0,Sep,2,2,9,1,Returning_Visitor,FALSE,0
362319,2,38,3,66.65,245,7295.477455,0.011000863,0.023722286,0,0,Nov,3,2,1,2,Returning_Visitor,FALSE,0
443448,1,51,0,0,7,213,0.04,0.063333333,0,0.2,May,2,2,1,3,Returning_Visitor,FALSE,0
413553,0,0,0,0,17,2081,0.015188215,0.027272778,0,0.6,May,2,2,1,13,Returning_Visitor,FALSE,0
214810,1,0,0,0,3,35.33333333,0,0.01,0,0,Dec,2,2,7,2,New_Visitor,TRUE,0
463287,2,23,3,90.22,21,428.5,0.008333333,0.032210141,0,0,Nov,2,4,4,1,Returning_Visitor,TRUE,0
262820,1,38.5,0,0,36,898,0.01,0.010961188,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,0
401345,1,52.4,2,68.2,38,673.8872038,0,0.007862652,0,0,Dec,2,2,8,1,Returning_Visitor,FALSE,0
383335,0,0,0,0,3,112.6666667,0,0.04,0,0.8,May,2,2,3,3,Returning_Visitor,FALSE,0
253976,0,0,0,0,1,0,0.05,0.1,0,0.8,May,2,2,1,13,Returning_Visitor,FALSE,0
128327,4,111.8116667,0,0,94,2014.508333,0.001,0.017244404,0,0,Dec,3,2,3,2,Returning_Visitor,FALSE,1
489022,2,20,0,0,9,306.75,0,0.007107,0,0,Nov,8,2,9,2,New_Visitor,FALSE,0
350747,5,113.4166667,0,0,10,1342.575,0,0.011471521,0,0,May,3,2,3,3,New_Visitor,TRUE,0
200458,6,170.5833333,3,141.5,41,921.3902821,0.002659348,0.019622077,5.645311806,0,May,2,2,2,6,Returning_Visitor,FALSE,1
315059,5,319.099451,8,1367.75,65,2248.082859,0.018265769,0.022348762,29.4973844,0,Jul,3,2,4,2,Returning_Visitor,TRUE,0
391571,2,16,1,108.8,113,5416.691066,0.006858732,0.008530439,0,0,Sep,3,2,1,*,Returning_Visitor,TRUE,0
249148,0,0,0,0,3,0,0.2,0.2,0,0,Mar,2,2,4,3,Returning_Visitor,FALSE,0
466829,0,0,0,0,24,456.3333333,0,0.04,98.6335473,0,Dec,2,2,2,2,Returning_Visitor,TRUE,1
401270,2,41.4,0,0,2,66,0,0,0,0,Sep,2,2,4,4,New_Visitor,TRUE,0
310392,0,0,0,0,2,227.6666667,0,0.028777778,0,0,Nov,1,1,3,2,New_Visitor,FALSE,0
154454,2,26,0,0,81,2159.161971,0.002500002,0.022318418,0,0,Dec,2,2,2,1,Returning_Visitor,FALSE,0
455804,0,0,0,0,11,1979,0.02,0.0977421,0,0.8,May,2,2,1,3,Returning_Visitor,FALSE,0
133510,3,105,0,0,55,1317.355552,0.013488285,0.021762331,0,0,Dec,2,2,2,3,Returning_Visitor,TRUE,0
381307,2,158,2,4,27,1211.375262,0.006778783,0.028697243,18.0814776,0,Nov,3,2,1,2,Returning_Visitor,FALSE,0
274976,9,57.5,0,0,86,2574.665362,0.002159108,0.004344031,0,0,Nov,4,2,4,2,Returning_Visitor,FALSE,0
142906,1,10,0,0,30,785.75,0.004245459,0.022107517,16.85508999,0,Nov,1,2,4,15,Returning_Visitor,TRUE,1
166374,1,17,0,0,8,132,0.025,0.05,0,0,Mar,1,1,7,1,Returning_Visitor,TRUE,0
242028,0,0,0,0,4,49,0,0.066666667,0,0,May,2,4,1,3,Returning_Visitor,FALSE,0
401071,0,0,0,0,2,736,0,0.1,0,0,Mar,4,1,4,1,Returning_Visitor,FALSE,0
201677,6,199.9166667,3,81.5,157,7724.850369,0.00355024,0.030501652,0,0,Nov,3,2,1,8,Returning_Visitor,FALSE,0
205260,0,0,0,0,6,108,0.12,0.175,0,0,May,3,2,3,11,Returning_Visitor,FALSE,0
262635,0,0,0,0,9,248.5,0,0.0655,0,0,May,1,1,2,15,Returning_Visitor,TRUE,0
206175,9,538.25,0,0,27,1090.75,0,0.027318856,2.197298803,0,Sep,2,4,1,4,Returning_Visitor,FALSE,0
265614,0,0,0,0,5,29,0.033333333,0.1,0,0,May,2,2,1,13,Returning_Visitor,FALSE,0
132359,8,123.62,0,0,22,1301.046667,0.008783889,0.037760878,0,0,May,2,4,4,2,Returning_Visitor,FALSE,0
360917,0,0,0,0,1,0,0.2,0.2,0,0,Nov,1,1,3,3,Returning_Visitor,FALSE,0
170264,0,0,0,0,23,473.6666667,0.014145455,0.010301622,22.29283653,0,May,1,1,6,1,Returning_Visitor,FALSE,1
224089,3,192,0,0,0,161.25,0.025,0.12,0,0,Aug,2,2,1,3,Returning_Visitor,FALSE,0
243387,1,43.5,0,0,16,288.5,0.028571429,0.05623985,0,0,Dec,3,2,4,2,Returning_Visitor,FALSE,0
193015,1,44.5,0,0,11,490.5,0.0125,0.033333333,0,0,Dec,2,2,7,1,Returning_Visitor,FALSE,0
290342,0,0,0,0,17,385.5,0,0.007,0,0,Mar,2,2,4,1,Returning_Visitor,TRUE,0
140927,0,0,0,0,13,418.755,0.05,0.022,0,0,Nov,2,2,3,6,Returning_Visitor,FALSE,0
142297,0,0,0,0,24,1111.515446,0,0.010623378,0,0,May,1,8,1,11,Returning_Visitor,TRUE,0
280057,0,0,0,0,30,459.9,0.02,0.046854846,0,0,Oct,1,1,6,4,Returning_Visitor,FALSE,0
255069,3,45.92,0,0,4,20.4,0,0.04,0,0,Oct,1,1,1,5,New_Visitor,TRUE,0
359693,1,31.5,0,0,29,763.25,0.02,0.069312521,21.36559276,0,Dec,3,2,1,1,Returning_Visitor,FALSE,0
451710,0,0,1,0,1,0,0.2,0.2,0,0,Mar,1,1,1,1,Returning_Visitor,FALSE,0
393397,0,0,0,0,3,90,0.1,0.2,0,0.6,May,1,1,6,3,Returning_Visitor,TRUE,0
461117,0,0,0,0,3,213,0.025,0.1,0,0.2,May,2,2,3,13,Returning_Visitor,FALSE,0
497634,0,0,2,34.72,160,5963.978737,0.006489449,0.023762815,0,0,Dec,2,2,1,2,Returning_Visitor,TRUE,0
322997,11,234.773809,3,456.625,79,2077.507381,0.011056378,0.024021789,28.61278756,0,Oct,3,2,1,13,Returning_Visitor,FALSE,1
163652,0,0,0,0,10,543.5,0.015384615,0.051222822,0,0,Nov,1,1,3,3,Returning_Visitor,FALSE,0
128260,0,0,0,0,9,176,0,0.066666667,0,0,May,2,2,1,2,Returning_Visitor,FALSE,0
390127,4,113,0,0,50,737.5,0,0.019526816,14.68984135,0,Mar,2,4,5,2,Returning_Visitor,FALSE,1
362829,0,0,0,0,11,0,0.2,0.2,0,0,Nov,3,2,3,8,Returning_Visitor,FALSE,0
375508,0,0,0,0,20,314.8333333,0,0.002222222,0,0,Dec,2,4,1,2,Returning_Visitor,FALSE,0
